,A,B,K,d,r,s,D,j,j_deg,gmm
178,940904364701440*theta_K - 37366339784242528/3,172587035637060912763840/3*theta_K - 20561959508018389419170576/27,x^2 - x - 162,2,2,0,649,-32768,1,True
179,-940904364701440*theta_K - 34543626690138208/3,-172587035637060912763840/3*theta_K - 19008676187284841204296016/27,x^2 - x - 162,2,2,0,649,-32768,1,True
180,-162956984360955170855779643520*theta_K - 6298661624147846114569645057600/3,113804027903628365328477037109411065908122624*theta_K + 39589082937251879612370180412317033014845904896/27,x^2 - 166,2,2,0,664,8000,1,True
181,-14081668480*theta_K - 544288820800/3,-8672625496235008/3*theta_K - 1005650668020647936/27,x^2 - 166,2,2,0,664,8000,1,True
182,-6821612633639558656*theta_K - 84545681909009112064,-34858428838367640545224244224*theta_K - 432028289305555047999110707200,x^2 - x - 166,2,2,0,665,-884736,1,False
183,-9061125632*theta_K - 112301751296,1687525930243072*theta_K + 20914853741176832,x^2 - x - 166,2,2,0,665,-884736,1,False
184,-544768*theta_K - 6751744,786673664*theta_K + 9749873664,x^2 - x - 166,2,2,0,665,-884736,1,True
185,-410125234663424*theta_K - 5083008885863936,-16249947597315260674048*theta_K - 201398551102964209495040,x^2 - x - 166,2,2,0,665,-884736,1,True
186,-176*theta_K - 6640/3,5632/3*theta_K + 628864/27,x^2 - x - 167,2,2,0,669,x^2 - 32245709*x + 66775173193,2,True
187,-49481555057792/3*theta_K - 205060094060080,-480246638665859850752/9*theta_K - 17912023723517876261248/27,x^2 - x - 167,2,2,0,669,x^2 - 32245709*x + 66775173193,2,True
188,-17032460753/3*theta_K - 70585453509,7536500426523112/9*theta_K + 281093012555386226/27,x^2 - x - 167,2,2,0,669,x^2 - 32245709*x + 66775173193,2,True
189,11*theta_K - 448/3,-88/3*theta_K + 10618/27,x^2 - x - 167,2,2,0,669,x^2 - 32245709*x + 66775173193,2,True
190,128*theta_K - 5392/3,-83456/3*theta_K + 10543232/27,x^2 - x - 183,2,2,0,733,x^2 - 20457*x - 389017,2,True
191,-8*theta_K - 313/3,1304/3*theta_K + 153002/27,x^2 - x - 183,2,2,0,733,x^2 - 20457*x - 389017,2,True
192,-433024/3*theta_K - 1881776,-855116288/27*theta_K - 3716046464/9,x^2 - x - 183,2,2,0,733,x^2 - 136459*x + 253636137,2,True
193,-272/3*theta_K - 3568/3,46592/27*theta_K + 607360/27,x^2 - x - 183,2,2,0,733,x^2 - 136459*x + 253636137,2,True
194,-163072/3*theta_K - 708656,684993536/27*theta_K + 2976750464/9,x^2 - x - 183,2,2,0,733,x^2 - 1540097*x - 893891239137,2,True
195,-11024/3*theta_K - 143728/3,-12068864/27*theta_K - 157341568/27,x^2 - x - 183,2,2,0,733,x^2 - 1540097*x - 893891239137,2,True
196,-946224*theta_K - 37007728/3,-1843380736*theta_K - 648867497344/27,x^2 - x - 183,2,2,0,733,x^2 - 7670969261847*x + 144595657865303,2,True
197,1152*theta_K + 44912/3,-743936*theta_K - 261867904/27,x^2 - x - 183,2,2,0,733,x^2 - 7670969261847*x + 144595657865303,2,True
198,-3180703744*theta_K - 124752340480/3,1107338685501440/3*theta_K + 130294837720370176/27,x^2 - x - 184,2,2,0,737,-32768,1,True
199,3180703744*theta_K - 134294451712/3,-1107338685501440/3*theta_K + 140260885889883136/27,x^2 - x - 184,2,2,0,737,-32768,1,True
200,-37840*theta_K - 498880,-18225152*theta_K - 240279168,x^2 - x - 187,2,2,0,749,-3375,1,True
201,37840*theta_K - 536720,18225152*theta_K - 258504320,x^2 - x - 187,2,2,0,749,-3375,1,True
202,-40205*theta_K - 530060,-16231776*theta_K - 213998634,x^2 - x - 187,2,2,0,749,16581375,1,True
203,40205*theta_K - 570265,16231776*theta_K - 230230410,x^2 - x - 187,2,2,0,749,16581375,1,True
204,-9635203862319071232*theta_K - 131729416212908605440,-46760395005325422214112083968*theta_K - 629329056856971898965255520256,x^2 - x - 194,2,2,0,777,4096,1,False
205,243842046366842880*theta_K - 3855345561725042688,197932831534225092941709312*theta_K - 2914349516859976368779165696,x^2 - x - 194,2,2,0,777,4096,1,False
206,-2389919101525916909568*theta_K - 32114203050737204723712,180525702732480666985251012083712*theta_K + 2425788832456240259416354942091264,x^2 - x - 194,2,2,0,777,4096,1,False
207,-1932687992010738122096640*theta_K - 25970224054972318375477248,4151517432022975438479817632154386432*theta_K + 55785433718943410266879135372021858304,x^2 - x - 194,2,2,0,777,4096,1,False
208,-138110813477823621089919260284327717000345409011459281546081637245124608*theta_K - 1855844703989124806990438661433128717997031017093853576229233565024387072,-104302539811128722414813617858637870704236624768422905685949385490470026431700609476178109650945555491192832*theta_K - 1401550762251292200054613419154660313399521249268993731656105837035040821303563907444528175041029562542587904,x^2 - x - 194,2,2,0,777,38477541376,1,False
209,-556807903079193098209753330075590191822927831262629469475185667080192*theta_K - 7612499025807013410361414575344221795473862956234696130293578481008640,27016806403764994881556252399099773883795004385698959416189665596485745389507671367150083004589720731648*theta_K + 363608162237133710655260487421461193665622061917300987118506715494333937500413097800786386031751060258816,x^2 - x - 194,2,2,0,777,38477541376,1,False
210,14091365419992502338582906076180692413281920071799588606216272609280*theta_K - 222796207381243157864689343999837941827174218667126106740682892771328,-114359876341937996498361334542331908785835561990881417209327998091925060976259987652086984207270674432*theta_K + 1683827022439501177180046191676139562947736222132227296723024788932612299003321677928676547754412998656,x^2 - x - 194,2,2,0,777,38477541376,1,False
211,-111687927262892716639398891240694046245058625871523192678455979391414435840*theta_K - 1500790871181994366978156836318547935862785367765072812707656381500582002688,-2398626930547670277727901073116830436512767468263605058241630446130897162403426183112493208461261900553232842752*theta_K - 32231213247088977352296363903023555440560164363582150564175788457120190275364992024592345798138689886712542265344,x^2 - x - 194,2,2,0,777,38477541376,1,False
212,825733120*theta_K - 35852973568/3,148611044126720/3*theta_K - 19357881043895296/27,x^2 - x - 195,2,2,0,781,-32768,1,True
213,-825733120*theta_K - 33375774208/3,-148611044126720/3*theta_K - 18020381646754816/27,x^2 - x - 195,2,2,0,781,-32768,1,True
214,-14494890201267711566038829465862144*theta_K - 196842461964743662416005763887529984,3414469535517707104762474879951443388826187252891648*theta_K + 46368932799238299029468702667665666618590093174112256,x^2 - x - 198,2,2,0,793,x^2 - 20979*x - 4096,2,False
215,93589150869737704062849024*theta_K - 1370036301446414407195680768,-1793596525068672782929731235302175408128*theta_K + 25684472288927169015651490399879009665024,x^2 - x - 198,2,2,0,793,x^2 - 20979*x - 4096,2,False
216,-187772359210454322486706176*theta_K - 2549983362766525670262571008,5034423957465399116344441512294038372352*theta_K + 68368080752805521240580001631786294575104,x^2 - x - 198,2,2,0,793,x^2 - 20979*x - 4096,2,False
217,-15061746641354464543759199268864*theta_K - 204540444888269619959706615865344,-11232857723278044082837988641415781481782270492672*theta_K - 152543643894339685456348040050749245300302402289664,x^2 - x - 198,2,2,0,793,x^2 - 20979*x - 4096,2,False
218,1280*theta_K - 18240,115712*theta_K - 1648640,x^2 - 203,2,2,0,812,-3375,1,False
219,-1280*theta_K - 18240,115712*theta_K + 1648640,x^2 - 203,2,2,0,812,-3375,1,False
220,-1280*theta_K - 18240,-115712*theta_K - 1648640,x^2 - 203,2,2,0,812,-3375,1,False
221,1280*theta_K - 18240,-115712*theta_K + 1648640,x^2 - 203,2,2,0,812,-3375,1,False
222,21760*theta_K - 310080,-6595584*theta_K + 93972480,x^2 - 203,2,2,0,812,16581375,1,False
223,-21760*theta_K - 310080,-6595584*theta_K - 93972480,x^2 - 203,2,2,0,812,16581375,1,False
224,21760*theta_K - 310080,6595584*theta_K - 93972480,x^2 - 203,2,2,0,812,16581375,1,False
225,-21760*theta_K - 310080,6595584*theta_K + 93972480,x^2 - 203,2,2,0,812,16581375,1,False
226,-768*theta_K - 10592,43840*theta_K + 604624,x^2 - x - 204,2,2,0,817,-884736,1,True
227,-361416960*theta_K - 4984520288,-14152726780480*theta_K - 195188830562416,x^2 - x - 204,2,2,0,817,-884736,1,True
228,116464*theta_K - 5276896/3,-230239232/3*theta_K + 31295897728/27,x^2 - x - 213,2,2,0,853,x^2 + 31140*x - 545338513,2,True
229,-116464*theta_K - 4927504/3,230239232/3*theta_K + 29223744640/27,x^2 - x - 213,2,2,0,853,x^2 + 31140*x - 545338513,2,True
230,5070269402240*theta_K - 222514940776000/3,63138228752580588544/3*theta_K - 8312693932224902219776/27,x^2 - 214,2,2,0,856,8000,1,True
231,9806395943335792675965808295920997760*theta_K - 430365615600889290069587254158637672000/3,-56609422260529402660812220936079841549774062780410698752*theta_K + 22359360259023419485182191017533275435746447705205508478976/27,x^2 - 214,2,2,0,856,8000,1,True
232,14568546156497915088428585455562841500614734167073949920000*theta_K - 223794946292460772576652922794470862734273182492473134560000,3701431567914572926011391949287351563290374753459989023792950932652787105167392384000000*theta_K - 56240167942655252040212712708962501870594332025181223941378037182188507052281256576000000,x^2 - x - 216,2,2,0,865,x^2 - 87062148675*x - 1130845001301504000,2,False
233,-50698398347369550151691796615435400405398919580374563800208091296249959970000*theta_K - 720193115129317656612773463718557845257394998443540757565462272840141814190000,23828323922070635086463552009687375954297604640921338735778516120461281704598981523629313090768461132619045906000000*theta_K + 338491853651169175222100999032786526360966636338827650201851244577834920355223268209146890055446639340237622590000000,x^2 - x - 216,2,2,0,865,x^2 - 87062148675*x - 1130845001301504000,2,True
234,-373404731793859328*theta_K - 5304378950042310656,-476322127239851537469480960*theta_K - 6766365956404823555905814528,x^2 - x - 216,2,2,0,865,x^2 - 87062148675*x - 1130845001301504000,2,True
235,-512*theta_K - 22784,-95232*theta_K - 609280,x^2 - x - 216,2,2,0,865,x^2 - 87062148675*x - 1130845001301504000,2,False
236,-348400*theta_K - 4961008,423448576*theta_K + 6029654912,x^2 - x - 217,2,2,0,869,59319,1,True
237,-849429903795200*theta_K - 12095374697442608,-50977058975051984408576*theta_K - 725882885123319363933312,x^2 - x - 217,2,2,0,869,59319,1,True
238,-4698780678144*theta_K - 201677674965760/3,21321046987472547840*theta_K + 8236139396425061288960/27,x^2 - x - 219,2,2,0,877,1404928,1,True
239,-78977848113945668788927976918242075*theta_K - 3397821804108529831184412227106295964/3,1254573393100792433966190507402441715887645472283724010/27*theta_K + 17991613816328577492130902616563385070342090588032877560/27,x^2 - x - 220,2,2,0,881,x^2 - 523456*x - 111284641,2,True
240,-25122256325*theta_K - 1080821424589/3,75695460184280390/3*theta_K + 9769816140663932930/27,x^2 - x - 220,2,2,0,881,x^2 - 523456*x - 111284641,2,True
241,71005790146152560640*theta_K - 1094060872497368857520,-1546286970063951808192697704448*theta_K + 23825269293072520981964121404800,x^2 - x - 222,2,2,0,889,-3375,1,True
242,-71005790146152560640*theta_K - 1023055082351216296880,1546286970063951808192697704448*theta_K + 22278982323008569173771423700352,x^2 - x - 222,2,2,0,889,-3375,1,True
243,75443652030287095680*theta_K - 1162439677028454411115,-1377161832713207079171621393024*theta_K + 21219380464142713999561795626150,x^2 - x - 222,2,2,0,889,16581375,1,True
244,-75443652030287095680*theta_K - 1086996024998167315435,1377161832713207079171621393024*theta_K + 19842218631429506920390174233126,x^2 - x - 222,2,2,0,889,16581375,1,True
245,-2464*theta_K - 35584,257600*theta_K + 3720144,x^2 - x - 223,2,2,0,893,-884736,1,True
246,-13045894400*theta_K - 188402972768,-3138307311227200*theta_K - 45322030729817456,x^2 - x - 223,2,2,0,893,-884736,1,True
247,-88386950616025985684307880121395*theta_K - 3908404839476889969521638686753128/3,70638178212272214009533918758076978844802310173450/27*theta_K + 1041189133510761646414047918509467079759664904396432/27,x^2 - x - 232,2,2,0,929,x^2 - 17987*x - 28094464,2,True
248,-602946470371791468325702862979447267449040*theta_K - 26661841893200654569071214867259514748110608/3,-25639626054582339106430167533450681122888274573595778382060219008/27*theta_K - 377921694909631715695043650072641662368306449195454731730628191616/27,x^2 - x - 232,2,2,0,929,x^2 - 17987*x - 28094464,2,True
249,14720*theta_K - 692800/3,-10228736/3*theta_K + 1443878912/27,x^2 - 246,2,2,0,984,8000,1,False
250,-1811840/3*theta_K - 28417600/3,-8062974976/9*theta_K - 379388463104/27,x^2 - 246,2,2,0,984,8000,1,True
251,-178462572160/3*theta_K - 2799076072000/3,249250632520752128/9*theta_K + 11728030247051589632/27,x^2 - 246,2,2,0,984,8000,1,False
252,1811840/3*theta_K - 28417600/3,8062974976/9*theta_K - 379388463104/27,x^2 - 246,2,2,0,984,8000,1,True
253,-16808960*theta_K - 255902720,-148750651392*theta_K - 2264607464448,x^2 - x - 247,2,2,0,989,-884736000,1,True
254,16808960*theta_K - 272711680,148750651392*theta_K - 2413358115840,x^2 - x - 247,2,2,0,989,-884736000,1,True
255,18688/3*theta_K - 304384/3,2338816/27*theta_K - 38093824/27,x^2 - x - 249,2,2,0,997,x^2 - 262144*x + 452984832,2,True
256,-18688/3*theta_K - 95232,-2338816/27*theta_K - 11918336/9,x^2 - x - 249,2,2,0,997,x^2 - 262144*x + 452984832,2,True
257,-775159072775751168*theta_K - 35551089712329160192/3,-1184122352714809167182057472*theta_K - 488766207133398710306418095104/27,x^2 - x - 249,2,2,0,997,x^2 - 66617606144*x + 322941812211712,2,True
258,-2099712*theta_K - 96299008/3,-6580539392*theta_K - 2716227146752/27,x^2 - x - 249,2,2,0,997,x^2 - 66617606144*x + 322941812211712,2,True
259,48367804571762353920*theta_K - 778406147486566664000,903230326065048303849866144768*theta_K - 14536116423522671092887911344128,x^2 - 259,2,2,0,1036,-3375,1,False
260,16846080*theta_K - 271112000,-185657388032*theta_K + 2987872892928,x^2 - 259,2,2,0,1036,-3375,1,False
261,48367804571762353920*theta_K - 778406147486566664000,-903230326065048303849866144768*theta_K + 14536116423522671092887911344128,x^2 - 259,2,2,0,1036,-3375,1,False
262,16846080*theta_K - 271112000,185657388032*theta_K - 2987872892928,x^2 - 259,2,2,0,1036,-3375,1,False
263,286383360*theta_K - 4608904000,10582471117824*theta_K - 170308754896896,x^2 - 259,2,2,0,1036,16581375,1,False
264,286383360*theta_K - 4608904000,-10582471117824*theta_K + 170308754896896,x^2 - 259,2,2,0,1036,16581375,1,False
265,822252677719960016640*theta_K - 13232904507271633288000,-51484128585707753319442370251776*theta_K + 828558636140792252294610946615296,x^2 - 259,2,2,0,1036,16581375,1,False
266,822252677719960016640*theta_K - 13232904507271633288000,51484128585707753319442370251776*theta_K - 828558636140792252294610946615296,x^2 - 259,2,2,0,1036,16581375,1,False
267,8102974019604100856678449152*theta_K - 153956506372477916276890533888,1805176687004576970965287975845406527455232*theta_K - 29076238779966579068048031325224226567225344,x^2 - x - 261,2,2,0,1045,-884736,1,False
268,-5510022333330788582541345423360*theta_K - 86304776282803278224482161917952,-28332248102536835559300194780893655448409866240*theta_K - 443774514849638784021233483474255893251565289472,x^2 - x - 261,2,2,0,1045,-884736,1,False
269,-100036716291408652551585792*theta_K - 1800660893245355745928544256,-2476236882036456750295319582778335428608*theta_K - 37408864325050757334818577982686995939328,x^2 - x - 261,2,2,0,1045,-884736,1,False
270,-1009070357231439078287845883904*theta_K - 15805300990461110059887797207040,2220409421042624294052059230722757260472221696*theta_K + 34778783178947919090426723211039912392627585024,x^2 - x - 261,2,2,0,1045,-884736,1,False
271,30497496554965065052617600*theta_K - 1480935320752128585104672320/3,326582381726346600646064174950110770176*theta_K - 142727336660571252364423719894137436989440/27,x^2 - 262,2,2,0,1048,8000,1,True
272,691809920*theta_K - 33593765440/3,-105851714812928/3*theta_K + 15420237160724480/27,x^2 - 262,2,2,0,1048,8000,1,True
273,73708402001329920*theta_K - 1235040898843311995,54003045145452154145346304*theta_K - 904862506929831283876879082,x^2 - x - 264,2,2,0,1057,-3375,1,True
274,-73708402001329920*theta_K - 1161332496841982075,-54003045145452154145346304*theta_K - 850859461784379129731532778,x^2 - x - 264,2,2,0,1057,-3375,1,True
275,-20048685344361738240*theta_K - 315882439141019124400,-197003108690609458322223316992*theta_K - 3103935316589415065260631574144,x^2 - x - 264,2,2,0,1057,16581375,1,True
276,20048685344361738240*theta_K - 335931124485380862640,197003108690609458322223316992*theta_K - 3300938425280024523582854891136,x^2 - x - 264,2,2,0,1057,16581375,1,True
277,-159319385517912555708113194916479872*theta_K + 2598420542575660321517065515028834512,44565519241019266196193696197697843105605469536322048*theta_K - 726841622631066129701507009462690423660395175688647808,x^2 - 266,2,2,0,1064,x^2 + 152586*x - 241804367,2,True
278,-96025091631169921416481578048*theta_K + 1202723919042974871823730873808,-14732181680226188586429962551171666351792896*theta_K + 325064168478803318295991972515625721812300416,x^2 - 266,2,2,0,1064,x^2 + 152586*x - 241804367,2,True
279,2252/3*theta_K - 12243,-1227548/27*theta_K + 20020702/27,x^2 - 266,2,2,0,1064,x^2 + 152586*x - 241804367,2,True
280,16907095232/3*theta_K - 91915459468,25251633498087808/27*theta_K - 411841678912644272/27,x^2 - 266,2,2,0,1064,x^2 + 152586*x - 241804367,2,False
281,-637277542071650222832452779665919488*theta_K + 10393682170302641286068262060115338048,356524153928154129569549569581582744844843756290576384*theta_K - 5814732981048529037612056075701523389283161405509182464,x^2 - 266,2,2,0,1064,x^2 + 152586*x - 241804367,2,False
282,-384100366524679685665926312192*theta_K + 4810895676171899487294923495232,-117857453441809508691439700409373330814343168*theta_K + 2600513347830426546367935780125005774498403328,x^2 - 266,2,2,0,1064,x^2 + 152586*x - 241804367,2,False
283,4226773808/3*theta_K - 22978864867,3156454187260976/27*theta_K - 51480209864080534/27,x^2 - 266,2,2,0,1064,x^2 + 152586*x - 241804367,2,True
284,9008/3*theta_K - 48972,-9820384/27*theta_K + 160165616/27,x^2 - 266,2,2,0,1064,x^2 + 152586*x - 241804367,2,False
285,-68871058469144240*theta_K - 3274360711828854448/3,121353760174272853569122816/3*theta_K + 17308692216137396796401687168/27,x^2 - x - 267,2,2,0,1069,-50653,1,True
286,7168/3*theta_K + 118000/3,77520896/27*theta_K + 1276155008/27,x^2 - 271,2,2,0,1084,x^2 + 290528*x - 4019679,2,True
